name,printings,rarity
"Nahiri, the Unforgiving","ONE, PONE",mythic
Necrogen Rotpriest,ONE,uncommon
"Ria Ivor, Bane of Bladehold","ONE, PONE",rare
Serum-Core Chimera,ONE,uncommon
Slaughter Singer,ONE,uncommon
Tainted Observer,ONE,uncommon
"Tyvar, Jubilant Brawler","ONE, PONE",rare
"Venser, Corpse Puppet","ONE, PONE",rare
Vivisection Evangelist,ONE,uncommon
Voidwing Hybrid,ONE,uncommon
Argentum Masticore,"ONE, PONE",rare
Atraxa's Skitterfang,ONE,uncommon
Basilica Skullbomb,ONE,common
Dross Skullbomb,ONE,common
Dune Mover,ONE,common
The Filigree Sylex,"ONE, PONE",rare
Furnace Skullbomb,ONE,common
"Graaz, Unstoppable Juggernaut","ONE, PONE",rare
Ichorplate Golem,ONE,uncommon
Maze Skullbomb,ONE,common
Mirran Safehouse,"ONE, PONE",rare
Monument to Perfection,"ONE, PONE",rare
Myr Convert,ONE,uncommon
Myr Custodian,ONE,common
Myr Kinsmith,ONE,common
Phyrexian Atlas,ONE,common
Prosthetic Injector,ONE,uncommon
Ribskiff,ONE,uncommon
Soulless Jailer,"ONE, PONE",rare
Staff of Compleation,"ONE, PONE, TDC",mythic
Surgical Skullbomb,"ONE, PLST",common
Sword of Forge and Frontier,"ONE, PONE, PSPL",mythic
Tablet of Compleation,"ONE, PONE",rare
Zenith Chronicler,"ONE, PONE",rare
The Autonomous Furnace,ONE,common
Darkslick Shores,"ONE, OTC, PONE, SOM, ZNE",rare
The Dross Pits,ONE,common
The Fair Basilica,ONE,common
The Hunter Maze,ONE,common
Mirrex,"ONE, PONE",rare
The Monumental Facade,"ONE, PONE",rare
The Mycosynth Gardens,"ONE, PONE",rare
The Seedcore,"ONE, PONE",rare
The Surgical Bay,ONE,common
Mite Overseer,ONE,rare
Serum Sovereign,ONE,rare
Kinzu of the Bleak Coven,ONE,rare
"Rhuk, Hexgold Nabber",ONE,rare
Goliath Hatchery,ONE,rare
Archangel of Tithes,"ORI, OTJ, PLST, POTJ",mythic
Hallowed Moonlight,"ORI, PIO",rare
"Kytheon, Hero of Akros // Gideon, Battle-Forged","ORI, PIO, PLST, PORI, PS15, V17",mythic
Swift Reckoning,"ORI, PIO, UMA",uncommon
War Oracle,"ORI, PIO",uncommon
"Jace, Vryn's Prodigy // Jace, Telepath Unbound","ORI, PIO, PLST, PORI, PS15, V17",mythic
Sphinx's Tutelage,"ORI, PIO, PLST, SPG",uncommon
Dark Petition,"ORI, PIO, PORI, SCH",rare
Returned Centaur,"ORI, PIO, PLST, THS",common
Touch of Moonglove,"ORI, PIO, PLST",common
Exquisite Firecraft,"ORI, PIO, PORI, PRM, TSR",rare
Scab-Clan Berserker,"ORI, PIO, PORI",rare
Gather the Pack,"ORI, PIO",uncommon
The Great Aurora,"ORI, PIO, PLST",mythic
"Nissa, Vastwood Seer // Nissa, Sage Animist","ORI, PIO, PLST, PORI, PS15, V17",mythic
Bounding Krasis,"ORI, PIO, PLST",uncommon
Possessed Skaab,"ORI, PIO",uncommon
Heliod's Intervention,"OTC, PLST, PRM, PTHB, THB",rare
Archmage Emeritus,"OTC, PLST, PRM, PSTX, STX, TDC",rare
Pteramander,"OTC, PLST, PWCS, RNA, RVR",uncommon
Baleful Mastery,"OTC, PLST, PRM, PSTX, STX",rare
Tenured Inkcaster,"OTC, STX",uncommon
Arcane Bombardment,"OTC, PRM, PSNC, SNC",mythic
Finale of Promise,"OTC, PWAR, WAR",mythic
Glittering Stockpile,"OTC, PLST, SNC",uncommon
"Kaza, Roil Chaser","OTC, PRM, PZNR, ZNR",rare
Thrilling Discovery,"OTC, STX",common
Another Round,"OTJ, POTJ",rare
Armored Armadillo,OTJ,common
Aven Interrupter,"OTJ, POTJ, PWCS",rare
Bounding Felidar,OTJ,uncommon
Bovine Intervention,OTJ,uncommon
Bridled Bighorn,OTJ,common
Claim Jumper,"OTJ, POTJ",rare
Dust Animus,"OTJ, POTJ",rare
Eriette's Lullaby,OTJ,common
Final Showdown,"OTJ, POTJ",mythic
"Fortune, Loyal Steed","OTJ, POTJ",rare
Frontier Seeker,OTJ,uncommon
Getaway Glamer,OTJ,uncommon
High Noon,"OTJ, POTJ",rare
Holy Cow,OTJ,common
Inventive Wingsmith,OTJ,common
Lassoed by the Law,OTJ,uncommon
Mystical Tether,OTJ,common
Nurturing Pixie,OTJ,uncommon
Omenport Vigilante,OTJ,uncommon
One Last Job,"OTJ, POTJ",rare
Outlaw Medic,OTJ,common
Prairie Dog,OTJ,uncommon
Prosperity Tycoon,OTJ,uncommon
Requisition Raid,OTJ,uncommon
Rustler Rampage,OTJ,uncommon
Shepherd of the Clouds,OTJ,uncommon
Sheriff of Safe Passage,OTJ,uncommon
Stagecoach Security,OTJ,common
Steer Clear,OTJ,common
Sterling Keykeeper,OTJ,common
Sterling Supplier,OTJ,common
Thunder Lasso,OTJ,uncommon
Trained Arynx,OTJ,common
Vengeful Townsfolk,OTJ,common
Wanted Griffin,OTJ,common
Archmage's Newt,"OTJ, POTJ",rare
Canyon Crab,OTJ,uncommon
Daring Thunder-Thief,OTJ,common
Deepmuck Desperado,OTJ,uncommon
Djinn of Fool's Fall,OTJ,common
Double Down,"OTJ, PLST, POTJ",mythic
Duelist of the Mind,"OTJ, POTJ",rare
Emergent Haunting,OTJ,uncommon
Failed Fording,OTJ,common
"Fblthp, Lost on the Range","OTJ, POTJ",rare
Fleeting Reflection,OTJ,uncommon
"Geralf, the Fleshwright","OTJ, POTJ",mythic
Geyser Drake,OTJ,common
Harrier Strix,OTJ,common
Jailbreak Scheme,OTJ,common
The Key to the Vault,"OTJ, POTJ",rare
Loan Shark,OTJ,common
Marauding Sphinx,OTJ,uncommon
Metamorphic Blast,OTJ,uncommon
Nimble Brigand,OTJ,uncommon
Outlaw Stitcher,OTJ,uncommon
Peerless Ropemaster,OTJ,common
Phantom Interference,OTJ,common
Plan the Heist,OTJ,uncommon
Razzle-Dazzler,OTJ,common
Seize the Secrets,OTJ,common
Shackle Slinger,OTJ,uncommon
Shifting Grift,OTJ,uncommon
Slickshot Lockpicker,OTJ,uncommon
Slickshot Vault-Buster,OTJ,common
Spring Splasher,OTJ,common
Step Between Worlds,"OTJ, POTJ",rare
Stoic Sphinx,"OTJ, POTJ",rare
Stop Cold,OTJ,common
Take the Fall,OTJ,common
This Town Ain't Big Enough,OTJ,uncommon
Three Steps Ahead,"OTJ, POTJ",rare
Visage Bandit,OTJ,uncommon
Ambush Gigapede,OTJ,common
Binding Negotiation,OTJ,uncommon
Blacksnag Buzzard,OTJ,common
Blood Hustler,OTJ,uncommon
Boneyard Desecrator,OTJ,common
Caustic Bronco,"OTJ, POTJ",rare
Consuming Ashes,OTJ,common
Desert's Due,OTJ,common
Desperate Bloodseeker,OTJ,common
Forsaken Miner,OTJ,uncommon
"Gisa, the Hellraiser","OTJ, POTJ",mythic
Hollow Marauder,OTJ,uncommon
Insatiable Avarice,"OTJ, POTJ",rare
"Kaervek, the Punisher","OTJ, POTJ",rare
Lively Dirge,OTJ,uncommon
Mourner's Surprise,OTJ,common
Neutralize the Guards,OTJ,uncommon
Nezumi Linkbreaker,OTJ,common
Overzealous Muscle,OTJ,common
Pitiless Carnage,"OTJ, POTJ",rare
Rakish Crew,OTJ,uncommon
Rattleback Apothecary,OTJ,uncommon
Raven of Fell Omens,OTJ,common
Rictus Robber,OTJ,uncommon
Rooftop Assassin,OTJ,common
Rush of Dread,"OTJ, POTJ",rare
Servant of the Stinger,OTJ,uncommon
Shoot the Sheriff,OTJ,uncommon
Skulduggery,"OTJ, XLN",common
Tinybones Joins Up,"OTJ, POTJ",rare
"Tinybones, the Pickpocket","OTJ, POTJ",mythic
Treasure Dredger,OTJ,uncommon
Unfortunate Accident,OTJ,uncommon
Unscrupulous Contractor,OTJ,uncommon
"Vadmir, New Blood","OTJ, POTJ",rare
Vault Plunderer,OTJ,common
Brimstone Roundup,OTJ,uncommon
"Calamity, Galloping Inferno","OTJ, POTJ",rare
Caught in the Crossfire,OTJ,uncommon
Cunning Coyote,OTJ,uncommon
Deadeye Duelist,OTJ,common
Demonic Ruckus,OTJ,uncommon
Discerning Peddler,OTJ,common
Explosive Derailment,OTJ,common
Ferocification,OTJ,uncommon
Gila Courser,OTJ,uncommon
Great Train Heist,"OTJ, POTJ",rare
Hell to Pay,"OTJ, POTJ",rare
Hellspur Brute,OTJ,uncommon
Hellspur Posse Boss,"OTJ, POTJ",rare
Highway Robbery,OTJ,common
Irascible Wolverine,OTJ,common
Iron-Fist Pulverizer,OTJ,common
Longhorn Sharpshooter,OTJ,uncommon
"Magda, the Hoardmaster","OTJ, POTJ",rare
Magebane Lizard,OTJ,uncommon
Mine Raider,OTJ,common
Outlaws' Fury,OTJ,common
Prickly Pair,OTJ,common
Quick Draw,OTJ,common
Quilled Charger,OTJ,common
Reckless Lackey,OTJ,common
Resilient Roadrunner,OTJ,uncommon
Return the Favor,OTJ,uncommon
Rodeo Pyromancers,OTJ,common
Scalestorm Summoner,OTJ,uncommon
Scorching Shot,OTJ,uncommon
Slickshot Show-Off,"OTJ, POTJ",rare
Stingerback Terror,"OTJ, POTJ",rare
Take for a Ride,OTJ,uncommon
Thunder Salvo,OTJ,common
Trick Shot,OTJ,common
Aloe Alchemist,OTJ,uncommon
Ankle Biter,OTJ,common
Beastbond Outcaster,OTJ,uncommon
Betrayal at the Vault,OTJ,uncommon
Bristlepack Sentry,OTJ,common
"Bristly Bill, Spine Sower","OTJ, POTJ",mythic
Cactarantula,OTJ,common
Colossal Rattlewurm,"OTJ, POTJ",rare
Dance of the Tumbleweeds,OTJ,common
Drover Grizzly,OTJ,common
Freestrider Commando,OTJ,common
Freestrider Lookout,"OTJ, POTJ",rare
Full Steam Ahead,OTJ,uncommon
Giant Beaver,OTJ,common
Gold Rush,OTJ,uncommon
Goldvein Hydra,"OTJ, POTJ",mythic
Hardbristle Bandit,OTJ,common
Intrepid Stablemaster,OTJ,uncommon
Map the Frontier,OTJ,uncommon
Ornery Tumblewagg,"OTJ, POTJ",rare
Outcaster Greenblade,OTJ,uncommon
Outcaster Trailblazer,"OTJ, POTJ",rare
Patient Naturalist,OTJ,common
Railway Brawler,"OTJ, POTJ",mythic
Rambling Possum,OTJ,uncommon
Raucous Entertainer,OTJ,uncommon
Reach for the Sky,OTJ,common
Rise of the Varmints,OTJ,uncommon
Smuggler's Surprise,"OTJ, POTJ",rare
Spinewoods Armadillo,OTJ,uncommon
Spinewoods Paladin,OTJ,common
Stubborn Burrowfiend,OTJ,uncommon
Throw from the Saddle,OTJ,common
Trash the Town,OTJ,uncommon
Tumbleweed Rising,OTJ,common
Voracious Varmint,OTJ,common
Akul the Unrepentant,"OTJ, POTJ",rare
"Annie Flash, the Veteran","OTJ, POTJ",mythic
Annie Joins Up,"OTJ, POTJ",rare
Assimilation Aegis,"OTJ, POTJ",mythic
At Knifepoint,OTJ,uncommon
Badlands Revival,OTJ,uncommon
Baron Bertram Graywater,OTJ,uncommon
"Bonny Pall, Clearcutter","OTJ, POTJ",rare
"Breeches, the Blastmaker","OTJ, POTJ",rare
"Bruse Tarl, Roving Rancher","OTJ, PLST, POTJ",rare
Cactusfolk Sureshot,OTJ,uncommon
Congregation Gryff,OTJ,uncommon
"Doc Aurlock, Grizzled Genius",OTJ,uncommon
"Eriette, the Beguiler","OTJ, POTJ",rare
"Ertha Jo, Frontier Mentor",OTJ,uncommon
Form a Posse,OTJ,uncommon
"Ghired, Mirror of the Wilds","OTJ, POTJ",mythic
"The Gitrog, Ravenous Ride","OTJ, POTJ",mythic
Honest Rutstein,OTJ,uncommon
Intimidation Campaign,OTJ,uncommon
"Jem Lightfoote, Sky Explorer",OTJ,uncommon
"Jolene, Plundering Pugilist",OTJ,uncommon
"Kambal, Profiteering Mayor","OTJ, POTJ",rare
Kellan Joins Up,"OTJ, POTJ",rare
"Kellan, the Kid","OTJ, POTJ",mythic
"Kraum, Violent Cacophony",OTJ,uncommon
Laughing Jasper Flint,"OTJ, POTJ",rare
"Lazav, Familiar Stranger",OTJ,uncommon
"Lilah, Undefeated Slickshot","OTJ, POTJ",rare
Make Your Own Luck,OTJ,uncommon
"Malcolm, the Eyes","OTJ, POTJ",rare
"Marchesa, Dealer of Death","OTJ, POTJ",rare
"Miriam, Herd Whisperer",OTJ,uncommon
"Obeka, Splitter of Seconds","OTJ, POTJ",rare
"Oko, the Ringleader","OTJ, POTJ",mythic
Pillage the Bog,"OTJ, POTJ",rare
Rakdos Joins Up,"OTJ, POTJ",rare
"Rakdos, the Muscle","OTJ, POTJ",mythic
Riku of Many Paths,"OTJ, POTJ",rare
"Roxanne, Starfall Savant","OTJ, POTJ",rare
Ruthless Lawbringer,OTJ,uncommon
"Satoru, the Infiltrator","OTJ, POTJ",rare
"Selvala, Eager Trailblazer","OTJ, POTJ",mythic
Seraphic Steed,"OTJ, POTJ",rare
Slick Sequence,OTJ,uncommon
"Taii Wakeen, Perfect Shot","OTJ, POTJ",rare
"Vial Smasher, Gleeful Grenadier",OTJ,uncommon
Vraska Joins Up,"OTJ, POTJ",rare
"Vraska, the Silencer","OTJ, POTJ",mythic
Wrangler of the Damned,OTJ,uncommon
"Wylie Duke, Atiin Hero","OTJ, POTJ",rare
Bandit's Haul,OTJ,uncommon
Boom Box,OTJ,uncommon
Gold Pan,OTJ,common
Lavaspur Boots,OTJ,uncommon
Luxurious Locomotive,OTJ,uncommon
Mobile Homestead,OTJ,uncommon
Oasis Gardener,OTJ,common
Redrock Sentinel,OTJ,uncommon
Silver Deputy,OTJ,common
Sterling Hound,OTJ,common
Tomb Trawler,OTJ,uncommon
Abraded Bluffs,OTJ,common
Arid Archway,OTJ,uncommon
Bristling Backwoods,OTJ,common
Conduit Pylons,OTJ,common
Creosote Heath,OTJ,common
Eroded Canyon,OTJ,common
Festering Gulch,OTJ,common
Forlorn Flats,OTJ,common
Jagged Barrens,OTJ,common
Lonely Arroyo,OTJ,common
Mirage Mesa,OTJ,common
Sandstorm Verge,OTJ,uncommon
Soured Springs,OTJ,common
Bucolic Ranch,OTJ,uncommon
Jace Reawakened,"OTJ, POTJ, PWCS",mythic
Crackle with Power,"OTP, PRM, PSTX, STX",mythic
Electrodominance,"OTP, PRNA, RNA, TDC",rare
Skewer the Critics,"OTP, PLST, RNA, RVR, SLD",uncommon
Decisive Denial,"OTP, PRM, STX",uncommon
Endless Detour,"OTP, PSNC, SNC",rare
Humiliate,"OTP, STX",uncommon
Savage Smash,"OTP, RNA",uncommon
Tyrant's Scorn,"OTP, WAR",uncommon
Vanishing Verse,"OTP, PRM, PSTX, STX",rare
Void Rend,"OTP, PSNC, SNC",rare
Unlicensed Hearse,"OTP, PRM, PSNC, SLD, SNC",rare
Dovin's Veto,"P30A, PWAR, TSR, WAR",rare
Chained to the Rocks,"PIO, THS",rare
Hopeful Eidolon,"PIO, THS",uncommon
Kabira Takedown // Kabira Plateau,"PIO, ZNR",uncommon
Keening Apparition,"PIO, RTR, RVR",common
Phalanx Leader,"PIO, PRM, PTHS, THS, UMA",uncommon
Sejiri Shelter // Sejiri Glacier,"PIO, ZNR",common
Artisan of Forms,"PIO, THS",uncommon
Jwari Disruption // Jwari Ruins,"PIO, ZNR",uncommon
Mizzium Skin,"PIO, RTR",common
Nimbus Naiad,"PIO, THS",common
Silundi Vision // Silundi Isle,"PIO, ZNR",common
Baleful Eidolon,"PIO, THS",common
Behold the Beyond,"PIO, PSOI, SOI",mythic
Blackbloom Rogue // Blackbloom Bog,"PIO, ZNR",uncommon
Pelakka Predation // Pelakka Caverns,"PIO, ZNR",common
Rescue from the Underworld,"PIO, PLST, THS",uncommon
Akoum Warrior // Akoum Teeth,"PIO, ZNR",common
Boundary Lands Ranger,"PIO, WOE",common
Gates Ablaze,"PIO, RNA",uncommon
Stormbreath Dragon,"PIO, TDC, THS",mythic
Valakut Awakening // Valakut Stoneforge,"PIO, PLST, PRM, PZNR, ZNR",uncommon
Witch's Mark,"PIO, WOE",common
Bala Ged Recovery // Bala Ged Sanctuary,"PIO, PLST, ZNR",uncommon
Courier's Briefcase,"PIO, SNC",common
Gatebreaker Ram,"PIO, RNA",uncommon
Khalni Ambush // Khalni Territory,"PIO, ZNR",common
Leafcrown Dryad,"PIO, THS",common
Mistcutter Hydra,"PIO, THS",rare
Nemesis of Mortals,"PIO, THS",common
Sylvan Caryatid,"PIO, PRM, PTHS, TDC, THS",rare
Imperious Oligarch,"PIO, RNA",common
Loxodon Smiter,"PIO, RTR",uncommon
Medomai the Ageless,"PIO, THS",rare
Halo Scarab,"PIO, SNC",common
Abhorrent Overlord,"PIO, PRM, PTHS, THS",uncommon
Disciple of Phenax,"PIO, THS",common
"Erebos, God of the Dead","PIO, SLD, THS",mythic
Ash Zealot,"PIO, RTR",uncommon
"Nylea, God of the Hunt","PIO, PLST, SLD, THS",mythic
Nylea's Disciple,"PIO, THS",common
Reverent Hunter,"PIO, THS",uncommon
Cavern Lampad,"PIO, THS",common
"Ashiok, Nightmare Weaver","PIO, THS",mythic
Dark Betrayal,"PIO, THS",uncommon
Jarad's Orders,"PIO, RTR",rare
Single Combat,"PIP, PWAR, WAR",rare
Sticky Fingers,"PIP, PLST, SNC",common
Guardian Project,"PIP, PLST, PRNA, RNA, RVR",rare
"Moraug, Fury of Akoum","PL21, PRM, PZNR, ZNR",mythic
"Angrath, the Flame-Chained","PL21, PRIX, RIX, SLD",mythic
Baffling End,"PLST, RIX",uncommon
Adanto Vanguard,"PLST, XLN",uncommon
Angelic Exaltation,"PLST, RNA, RVR",uncommon
Angel of Destiny,"PLST, PRM, PZNR, ZNR",mythic
Arrester's Zeal,"PLST, RNA, RVR",common
The Birth of Meletis,"PLST, THB",uncommon
Exultant Skymarcher,"PLST, RIX",common
Canyon Jerboa,"PLST, PRM, ZNR",uncommon
Famished Paladin,"PLST, RIX",uncommon
Expose to Daylight,"PLST, RNA",common
Emissary of Sunrise,"PLST, XLN",uncommon
Encampment Keeper,"PLST, XLN",common
Elspeth Conquers Death,"PLST, PTHB, THB",rare
Knight of Sorrows,"PLST, RNA",common
Devilthorn Fox,"PLST, SIR, SOI",common
Halo Fountain,"PLST, PRM, PSNC, SNC",mythic
Fearless Fledgling,"PLST, PRM, ZNR",uncommon
Ixalan's Binding,"PLST, XLN",uncommon
Skymarcher Aspirant,"PLST, RIX",uncommon
Heliod's Punishment,"PLST, THB",uncommon
Kor Celebrant,"PLST, ZNR",common
"Legion's Landing // Adanto, the First Fort","PLST, PXLN, PXTC, XLN",rare
Snubhorn Sentry,"PLST, RIX",common
Looming Altisaur,"PLST, XLN",common
Reduce to Memory,"PLST, STX",uncommon
Raffine's Informant,"PLST, SNC",common
Karametra's Blessing,"PLST, THB",common
Refuse to Yield,"PLST, SNC",uncommon
Ravnica at War,"PLST, PWAR, WAR",rare
Ondu Inversion // Ondu Skyruins,"PLST, PRM, PZNR, ZNR",rare
Sky Crier,"PLST, SNC",common
"Teyo, the Shieldmage","PLST, PRM, PWAR, SLD, WAR",uncommon
Chillbringer,"PLST, RNA",common
Reverent Hoplite,"PLST, THB",uncommon
Sanguine Sacrament,"PLST, PXLN, XLN",rare
Clear the Mind,"PLST, RNA",common
Settle the Wreckage,"PLST, PXLN, XLN",rare
Thunderous Orator,"PLST, STX",uncommon
Shining Aerosaur,"PLST, XLN",common
Expel from Orazca,"PLST, RIX",uncommon
Slash of Talons,"PLST, XLN",common
Sunrise Seeker,"PLST, XLN",common
Humongulus,"PLST, RNA",common
Divide by Zero,"PLST, STX",uncommon
Territorial Hammerskull,"PLST, XLN",common
"Tazri, Beacon of Unity","PLST, PRM, PZNR, ZNR",mythic
Kelpie Guide,"PLST, STX",uncommon
Arcane Adaptation,"PLST, PXLN, XLN",rare
River Darter,"PLST, RIX",common
Crush Dissent,"PLST, WAR",common
"Fblthp, the Lost","PLST, PWAR, RVR, SLD, TSR, WAR",rare
Secrets of the Golden City,"PLST, RIX",common
Serpentine Curve,"PLST, STX",common
"Jace, Wielder of Mysteries","PLST, PRM, PWAR, SLD, WAR",rare
Kiora's Dambreaker,"PLST, RVR, WAR",common
Lazotep Plating,"PLST, SCD, WAR",uncommon
Narset's Reversal,"PLST, PWAR, TDC, WAR",rare
Carrion Imp,"PLST, RNA",common
Dinosaur Hunter,"PLST, RIX",common
Catacomb Crocodile,"PLST, RNA",common
Confront the Past,"PLST, PRM, PSTX, STX",rare
Invasive Surgery,"PLST, SIR, SOI",uncommon
Pirate's Prize,"PLST, XLN",common
Dusk Charger,"PLST, RIX",common
Go Blank,"PLST, STX",uncommon
Lash of Malice,"PLST, STX",common
"Search for Azcanta // Azcanta, the Sunken Ruin","PLST, PXLN, PXTC, SLD, XLN",rare
Aid the Fallen,"PLST, WAR",common
Shipwreck Looter,"PLST, XLN",common
Orzhov Enforcer,"PLST, RNA, RVR",uncommon
Plague Wight,"PLST, RNA",common
"Davriel, Rogue Shadowmage","PLST, PRM, PWAR, SLD, WAR",uncommon
Sedgemoor Witch,"PLST, PRM, PSTX, STX",rare
Tempest Caller,"PLST, XLN",uncommon
Tomb Robber,"PLST, PRIX, RIX",rare
Cling to Dust,"PLST, THB",uncommon
Undercity's Embrace,"PLST, RNA, RVR",common
Elspeth's Nightmare,"PLST, THB",uncommon
Bishop of the Bloodstained,"PLST, XLN",uncommon
Kaya's Ghostform,"PLST, WAR",common
Bloodchief's Thirst,"PLST, ZNR",uncommon
Lazotep Behemoth,"PLST, WAR",common
Charging Tuskodon,"PLST, RIX",uncommon
Deadeye Tormentor,"PLST, XLN",common
Antagonize,"PLST, SNC",common
Explosive Welcome,"PLST, STX",uncommon
Dreadwurm,"PLST, PRM, ZNR",common
Desperate Castaways,"PLST, XLN",common
First Day of Class,"PLST, STX",common
Lampad of Death's Vigil,"PLST, THB",common
Frilled Deathspitter,"PLST, RIX",common
Mutiny,"PLST, RIX",common
Hagra Mauling // Hagra Broodpit,"PLST, PRM, PZNR, ZNR",rare
Needletooth Raptor,"PLST, RIX",uncommon
Mogis's Favor,"PLST, THB",common
Mirror March,"PLST, PRNA, RNA",rare
Reckless Rage,"PLST, RIX",uncommon
Pharika's Libation,"PLST, THB",common
March of the Drowned,"PLST, XLN",common
Queen's Agent,"PLST, XLN",common
Raiders' Wake,"PLST, XLN",uncommon
Burning Prophet,"PLST, RVR, WAR",common
Revel in Riches,"PLST, PXLN, SLD, XLN",rare
Merciless Resolve,"PLST, SIR, SOI",common
Bookwurm,"PLST, STX",uncommon
Charge Through,"PLST, STX",common
Spreading Rot,"PLST, XLN",common
Torch Breath,"PLST, SNC",uncommon
Olivia's Bloodsworn,"PLST, SIR, SOI",uncommon
Walk the Plank,"PLST, PRM, PXLN, XLN",uncommon
Hardy Veteran,"PLST, RIX",common
Fortifying Draught,"PLST, STX",uncommon
Honor the God-Pharaoh,"PLST, WAR",common
Brazen Buccaneers,"PLST, XLN",common
"Jaya, Venerated Firemage","PLST, PRM, PWAR, SLD, WAR",uncommon
Jungleborn Pioneer,"PLST, RIX",common
Mizzium Tank,"PLST, PWAR, WAR",rare
Charging Monstrosaur,"PLST, XLN",uncommon
Capenna Express,"PLST, SNC",common
Overgrown Armasaur,"PLST, RIX",common
Samut's Sprint,"PLST, WAR",common
"Tibalt, Rakish Instigator","PLST, PRM, PWAR, SLD, WAR",uncommon
Trollbred Guardian,"PLST, RNA",uncommon
Jewel Thief,"PLST, SNC",common
Dual Shot,"PLST, SOI, XLN",common
"Mila, Crafty Companion // Lukka, Wayward Bonder","PLST, PRM, PSTX, STX",mythic
Prizefight,"PLST, SNC",common
Bloom Hulk,"PLST, WAR",common
"Plargg, Dean of Chaos // Augusta, Dean of Order","PLST, PRM, PSTX, STX",rare
Hadana's Climb // Winged Temple of Orazca,"PLST, PRIX, RIX",rare
"Shaile, Dean of Radiance // Embrose, Dean of Shadow","PLST, PRM, PSTX, STX",rare
"Journey to Eternity // Atzal, Cave of Eternity","PLST, PRIX, RIX",rare
"Valentin, Dean of the Vein // Lisette, Dean of the Root","PLST, PRM, PSTX, STX",rare
Sun-Crowned Hunters,"PLST, XLN",common
Swashbuckling,"PLST, XLN",common
Thundering Sparkmage,"PLST, ZNR",uncommon
Ancient Brontodon,"PLST, XLN",common
Azor's Gateway // Sanctum of the Sun,"PLST, PRIX, RIX",mythic
Blossom Dryad,"PLST, XLN",common
High Alert,"PLST, RNA",uncommon
Vivien's Grizzly,"PLST, WAR",common
"Ajani, the Greathearted","PLST, PRM, PWAR, SLD, WAR",rare
Deeproot Champion,"PLST, PXLN, XLN",rare
Fracture,"PLST, PRM, STX",uncommon
Vampire Champion,"PLST, RIX",common
Invade the City,"PLST, WAR",uncommon
Snapping Sailback,"PLST, XLN",uncommon
"Ral, Storm Conduit","PLST, PRM, PWAR, SLD, WAR",rare
Eutropia the Twice-Favored,"PLST, THB",uncommon
Belligerent Brontodon,"PLST, XLN",uncommon
"Quintorius, Field Historian","PLST, STX",uncommon
"Klothys, God of Destiny","PLST, PRM, PTHB, THB",mythic
"Tamiyo, Collector of Tales","PLST, PRM, PWAR, SLD, WAR",rare
"Tolsimir, Friend to Wolves","PLST, PWAR, WAR",rare
"Linvala, Shield of Sea Gate","PLST, PRM, PZNR, ZNR",rare
"Rootha, Mercurial Artist","PLST, STX",uncommon
"Angrath, Captain of Chaos","PLST, PRM, PWAR, SLD, WAR",uncommon
Altar of the Pantheon,"PLST, THB",common
"Kiora, Behemoth Beckoner","PLST, PRM, PWAR, SLD, WAR",uncommon
Dowsing Dagger // Lost Vale,"PLST, PXLN, PXTC, XLN",rare
Spoils of Adventure,"PLST, ZNR",uncommon
God-Pharaoh's Statue,"PLST, WAR",uncommon
Simic Locket,"PLST, RNA",common
Witherbloom Apprentice,"PLST, STX",uncommon
"Olivia, Mobilized for War","PLST, PSOI, SIR, SLD, SOI",mythic
Thaumatic Compass // Spires of Orazca,"PLST, PXLN, PXTC, XLN",rare
Jetmir's Garden,"PLST, PRM, PSNC, SNC",rare
Plaza of Harmony,"PLST, PRNA, RNA",rare
Skybridge Towers,"PLST, SNC",common
Branchloft Pathway,"PLST, PRM, PZNR, SLU, ZNR",rare
Brightclimb Pathway,"PLST, PRM, PZNR, SLU, ZNR",rare
"Callaphe, Beloved of the Sea","PLST, PRM, THB",uncommon
Clearwater Pathway,"PLST, PRM, PZNR, SLU, ZNR",rare
Cragcrown Pathway,"PLST, PRM, PZNR, SLU, ZNR",rare
Archway Commons,"PLST, STX",common
Needleverge Pathway,"PLST, PRM, PZNR, SLU, ZNR",rare
Riverglide Pathway,"PLST, PRM, PZNR, SLU, ZNR",rare
"Elspeth, Undaunted Hero","PLST, THB",mythic
Guildpact Informant,"PLST, WAR",common
The Haunt of Hightower,"PLST, RNA",mythic
Castaway's Despair,"PLST, XLN",common
Ironscale Hydra,"PLST, THB",rare
Staggering Insight,"PMEI, SCD, THB",rare
